"rec_id","continent_fk","country_fk","processing_method","harvest_year","expiration_date"
457,"South America","Colombia","Washed - Wet","2014","2015-08-25"
458,"North America","Honduras","Natural - Dry","2013","2015-04-12"
459,"North America","Honduras","Natural - Dry","2014","2015-04-08"
460,"North America","Guatemala","Washed - Wet","2014","2015-03-27"
461,"North America","United States","Natural - Dry","2013","2015-02-07"
462,"Africa","Tanzania","Washed - Wet","2014","2015-01-31"
463,"North America","Guatemala","Washed - Wet","2013","2014-04-26"
464,"North America","Mexico","Washed - Wet","2013","2014-03-29"
465,"North America","Mexico","Washed - Wet","2012","2013-09-27"
466,"North America","Mexico","Washed - Wet","2012","2013-09-27"
467,"South America","Colombia","Washed - Wet","2012","2013-08-31"
468,"North America","Mexico","Washed - Wet","2012","2013-07-11"
469,"South America","Colombia","Washed - Wet","2012","2013-06-08"
470,"North America","Mexico","Washed - Wet","2012","2013-06-06"
471,"South America","Brazil","Natural - Dry","2012","2013-03-19"
472,"South America","Brazil","Natural - Dry","2012","2013-02-16"
473,"North America","Guatemala","Washed - Wet","2012","2013-01-31"
474,"South America","Brazil","Semi-washed - Semi-pulped","2011","2012-12-02"
475,"South America","Brazil",NULL,"2011","2012-10-27"
476,"North America","El Salvador",NULL,"2010","2012-08-22"
477,"Africa","Ethiopia",NULL,NULL,"2011-06-16"
478,"South America","Colombia","Washed - Wet","2016","2018-02-20"
479,"South America","Colombia","Washed - Wet","2016","2018-01-10"
480,"South America","Brazil","Pulped natural - honey","2015","2017-04-25"
481,"South America","Brazil","Natural - Dry","2015","2016-10-07"
482,"Asia","Taiwan","Natural - Dry","2015","2016-05-18"
483,"South America","Brazil","Natural - Dry","2015","2016-04-19"
484,"South America","Brazil","Washed - Wet","2014","2015-10-16"
485,"North America","Costa Rica","Washed - Wet","2014","2015-07-15"
486,"North America","United States","Natural - Dry","2013","2015-02-19"
487,"Asia","Taiwan","Other","2013","2014-12-26"
488,"North America","United States","Natural - Dry","2012","2014-03-08"
489,"North America","Mexico","Washed - Wet","2012","2013-06-06"
490,"North America","United States","Natural - Dry","2012","2013-04-06"
491,"North America","United States","Washed - Wet","2012","2013-02-22"
492,"South America","Colombia",NULL,NULL,"2012-07-28"
493,"South America","Colombia",NULL,"2010","2012-02-22"
494,"Asia","Indonesia",NULL,"2010","2011-11-29"
495,"North America","Guatemala",NULL,NULL,"2011-11-11"
496,"South America","Brazil","Natural - Dry","2017","2018-10-20"
497,"South America","Brazil","Natural - Dry","2016","2017-08-16"
498,"South America","Brazil","Natural - Dry","2016","2017-08-16"
499,"Africa","Uganda","Washed - Wet","2015","2017-07-18"
500,"Africa","Uganda","Natural - Dry","2015","2017-07-18"
501,"South America","Colombia",NULL,"2016","2017-02-10"
502,"Asia","Vietnam","Other","2014","2016-12-27"
503,"North America","Guatemala","Washed - Wet","2015","2016-07-07"
504,"North America","Guatemala","Washed - Wet","2015","2016-06-04"
505,"North America","Guatemala","Washed - Wet","2015","2016-04-22"
506,"South America","Brazil","Natural - Dry","2014","2016-02-13"
507,"Asia","Taiwan","Washed - Wet","2014","2015-11-23"
508,"Africa","Uganda","Washed - Wet","2013","2015-06-26"
509,"North America","United States","Washed - Wet","2013","2015-06-09"
510,"North America","Guatemala","Washed - Wet","2014","2015-03-07"
511,"North America","Costa Rica","Washed - Wet","2013","2015-02-14"
512,"South America","Brazil","Semi-washed - Semi-pulped","2013","2015-01-02"
513,"South America","Colombia","Washed - Wet","2013","2014-11-07"
514,"South America","Colombia","Washed - Wet","2013","2014-08-02"
515,"South America","Colombia","Natural - Dry","2013","2014-03-15"
516,"South America","Colombia","Natural - Dry","2013","2014-04-26"
517,"South America","Colombia","Washed - Wet","2012","2013-10-23"
518,"North America","Mexico","Washed - Wet","2012","2013-07-26"
519,"North America","Mexico","Semi-washed - Semi-pulped","2012","2013-07-26"
520,"North America","Mexico","Washed - Wet","2012","2013-07-11"
521,"South America","Colombia","Natural - Dry","2012","2013-05-22"
522,"South America","Colombia","Washed - Wet","2012","2013-05-11"
523,"South America","Colombia","Washed - Wet","2012","2013-06-08"
524,"North America","Guatemala","Washed - Wet","2012","2013-04-27"
525,"South America","Colombia","Washed - Wet","2011","2012-12-01"
526,"Asia","Thailand",NULL,"2011","2012-08-15"
527,"South America","Colombia",NULL,NULL,"2012-05-11"
528,"North America","United States",NULL,NULL,"2012-04-20"
529,"North America","United States",NULL,NULL,"2012-03-08"
530,"South America","Colombia",NULL,"2011","2012-02-01"
531,"North America","Nicaragua",NULL,"2009","2011-05-31"
532,"Asia","Thailand",NULL,NULL,"2011-04-13"
533,"South America","Brazil","Natural - Dry","2017","2018-10-20"
534,"North America","El Salvador","Washed - Wet","2017","2018-08-28"
535,"South America","Colombia","Washed - Wet","2017","2018-07-07"
536,"Asia","Taiwan","Natural - Dry","2016","2017-06-28"
537,"Africa","Ethiopia","Washed - Wet","2016","2017-02-25"
538,"Asia","Taiwan","Natural - Dry","2014","2016-09-06"
539,"Asia","Philippines","Washed - Wet","2015","2016-07-30"
540,"Asia","Philippines","Washed - Wet","2014","2016-07-20"
541,"North America","Mexico","Natural - Dry","2015","2016-07-13"
542,"North America","Mexico","Washed - Wet","2015","2016-06-10"
543,"South America","Brazil","Semi-washed - Semi-pulped","2014","2015-08-15"
544,"Africa","Uganda","Washed - Wet","2013","2015-06-27"
545,"Africa","Uganda","Washed - Wet","2013","2015-06-27"
546,"North America","Guatemala","Washed - Wet","2014","2015-04-03"
547,"North America","Guatemala","Natural - Dry","2014","2015-03-07"
548,"North America","Guatemala","Washed - Wet","2012","2014-12-27"
549,"South America","Colombia","Washed - Wet","2013","2014-09-13"
550,"South America","Colombia","Natural - Dry","2013","2014-03-20"
551,"North America","Guatemala","Washed - Wet","2013","2014-03-11"
552,"South America","Colombia","Washed - Wet","2013","2014-01-22"
553,"North America","Mexico","Natural - Dry","2012","2013-07-26"
554,"Asia","Vietnam","Natural - Dry","2012","2013-07-20"
555,"North America","Mexico","Washed - Wet","2012","2013-03-05"
556,"North America","United States","Washed - Wet","2012","2013-02-22"
557,"South America","Colombia",NULL,NULL,"2012-07-18"
558,"Asia","Thailand",NULL,NULL,"2011-04-13"
559,"Africa","Kenya","Washed - Wet","2017","2018-10-13"
560,"North America","Guatemala","Washed - Wet","2017","2018-06-22"
561,"South America","Brazil","Pulped natural - honey","2015","2018-02-06"
562,"North America","El Salvador","Washed - Wet","2016","2017-04-08"
563,"Africa","Rwanda","Washed - Wet","2015","2017-03-25"
564,"Asia","Vietnam","Other","2014","2017-01-18"
565,"North America","Guatemala","Washed - Wet","2015","2016-07-19"
566,"South America","Brazil","Natural - Dry","2015","2016-05-25"
567,"South America","Colombia","Washed - Wet","2014","2016-03-20"
568,"North America","United States","Other","2014","2016-02-20"
569,"North America","Guatemala","Washed - Wet","2014","2015-03-24"
570,"South America","Colombia","Natural - Dry","2013","2015-01-20"
571,"South America","Colombia","Washed - Wet","2013","2014-05-10"
572,"Africa","Tanzania","Washed - Wet","2012","2014-04-19"
573,"North America","Mexico","Washed - Wet","2012","2013-08-30"
574,"North America","Mexico","Washed - Wet","2012","2013-07-11"
575,"North America","Guatemala","Washed - Wet","2012","2013-07-09"
576,"North America","Mexico","Washed - Wet","2012","2013-06-06"
577,"North America","El Salvador",NULL,"2010","2012-08-22"
578,"North America","Guatemala","Washed - Wet",NULL,"2019-01-09"
579,"North America","Guatemala","Washed - Wet","2017","2018-10-17"
580,"North America","Guatemala","Washed - Wet","2017","2018-09-19"
581,"North America","Guatemala","Washed - Wet","2017","2018-09-08"
582,"North America","Guatemala","Washed - Wet","2017","2018-08-22"
583,"Asia","Indonesia","Other","2017","2018-08-08"
584,"North America","Guatemala","Washed - Wet","2017","2018-06-01"
585,"Asia","Taiwan","Natural - Dry","2016","2018-06-01"
586,"North America","El Salvador","Washed - Wet","2017","2018-05-08"
587,"North America","Costa Rica","Washed - Wet","2016","2018-04-28"
588,"North America","Honduras","Natural - Dry","2017","2018-04-06"
589,"South America","Brazil","Pulped natural - honey","2015","2017-04-25"
590,"Asia","China","Natural - Dry","2015","2017-04-06"
591,"Asia","China","Washed - Wet","2015","2017-04-05"
592,"South America","Colombia","Washed - Wet","2014","2015-11-07"
593,"Africa","Malawi","Washed - Wet","2014","2015-11-04"
594,"North America","Guatemala","Washed - Wet","2014","2015-06-16"
595,"South America","Colombia","Washed - Wet","2014","2015-05-27"
596,"North America","United States","Natural - Dry","2013","2015-02-05"
597,"North America","United States","Natural - Dry","2013","2015-02-04"
598,"South America","Colombia","Washed - Wet","2013","2015-01-21"
599,"North America","Mexico","Washed - Wet","2013","2014-03-29"
600,"North America","Mexico","Washed - Wet","2012","2013-07-11"
601,"North America","Mexico","Natural - Dry","2012","2013-06-06"
602,"South America","Colombia","Washed - Wet","2012","2013-04-11"
603,"South America","Colombia","Washed - Wet","2012","2013-03-05"
604,"North America","United States","Washed - Wet","2012","2013-02-22"
605,"North America","Panama","Washed - Wet","2012","2013-02-22"
606,"North America","United States",NULL,NULL,"2011-06-29"
607,"South America","Brazil","Natural - Dry","2017","2018-10-20"
608,"South America","Brazil","Natural - Dry","2016","2017-08-16"
609,"Asia","Laos","Washed - Wet","2015","2017-06-02"
610,"North America","El Salvador","Washed - Wet","2016","2017-03-29"
611,"North America","Mexico",NULL,"2016","2017-02-24"
612,"South America","Colombia","Washed - Wet","2015","2016-11-02"
613,"South America","Brazil","Natural - Dry","2015","2016-10-07"
614,"South America","Brazil","Natural - Dry","2014","2016-01-15"
615,"Africa","Tanzania","Washed - Wet","2014","2015-12-18"
616,"Africa","Tanzania","Washed - Wet","2014","2015-12-15"
617,"Asia","Taiwan","Washed - Wet","2014","2015-11-23"
618,"North America","Mexico","Natural - Dry","2014","2015-08-15"
619,"Africa","Uganda","Washed - Wet","2013","2015-06-25"
620,"Asia","Taiwan","Washed - Wet","2013","2014-12-26"
621,"Asia","Thailand","Washed - Wet","2013","2014-09-03"
622,"South America","Colombia","Washed - Wet","2012","2014-01-22"
623,"North America","El Salvador","Washed - Wet","2012","2013-08-17"
624,"North America","Guatemala","Washed - Wet","2012","2013-07-17"
625,"Asia","Thailand","Washed - Wet","2012","2013-06-13"
626,"North America","Mexico","Washed - Wet","2012","2013-06-06"
627,"North America","Mexico","Washed - Wet","2012","2013-06-06"
628,"South America","Colombia",NULL,"2011","2012-11-15"
629,"North America","United States",NULL,NULL,"2012-09-19"
630,"North America","Mexico",NULL,"2010","2012-04-05"
631,"South America","Colombia",NULL,"2010","2012-02-09"
632,"South America","Colombia",NULL,"2009","2011-09-03"
633,"North America","Guatemala","Washed - Wet","2017","2018-09-08"
634,"Asia","Taiwan","Pulped natural - honey","2016","2018-08-22"
635,"South America","Brazil","Pulped natural - honey","2016","2018-04-19"
636,"Asia","Taiwan",NULL,"2016","2018-02-13"
637,"South America","Brazil",NULL,"2016","2016-12-27"
